店名
神戸牛ダイア歌舞伎町店
神戸牛焼肉 にくなべ屋 神戸びいどろ 新宿店
神戸牛 和牛の刀 西新宿1号店
KOBE Beef Emperor Steak – Shinjuku Kabukicho(エンペラーステーキ)
Kobe Beef Dining 和牛特区
神戸牛ダイア 観音通り店
神戸牛ダイア 東京駅グランスタ八重洲店
神戸牛ダイア 東京駅店
